file_name,text
audio/000347.wav,said if I were Obama I wouldn't be
audio/000348.wav,showing that and they got in there
audio/000349.wav,because Obama wanted people to see how
audio/000350.wav,bad it is so that maybe they could get
audio/000351.wav,some money to fix it up how stupid is
audio/000352.wav,this our enemies are looking at this
audio/000353.wav,stuff with 44 year old phones and wires
audio/000354.wav,that don't work and the people they're
audio/000355.wav,interviewing the people that are working
audio/000356.wav,these phone systems and they're saying
audio/000357.wav,no you can't hear
audio/000358.wav,you can't
audio/000359.wav,hear and I'm saying can you believe what
audio/000360.wav,we're doing it's like in the war they
audio/000361.wav,were saying we're going in in two weeks
audio/000362.wav,and we're going to be attacking a
audio/000363.wav,certain city you know what I'm talking
audio/000364.wav,about and we're going to attack and this
audio/000365.wav,is the way we're doing it and we're
audio/000366.wav,going here and I'm saying can you
audio/000367.wav,imagine the great general Douglas
audio/000368.wav,mcauthur
audio/000369.wav,or George Patton any of these great guys
audio/000370.wav,any of these great guys listening to a
audio/000371.wav,president say exactly what we're going
audio/000372.wav,to be doing then I said you know that's
audio/000373.wav,smart because they'll do the opposite
audio/000374.wav,they didn't it was exactly as he
audio/000375.wav,said first of all these lenders aren't
audio/000376.wav,babies these are total Killers these are
audio/000377.wav,not the nice sweet little people that
audio/000378.wav,you think okay you know I mean you're
audio/000379.wav,living in a world of the make believe
audio/000380.wav,Chris you want to know the truth right
audio/000381.wav,now we have Obama he won't call he
audio/000382.wav,doesn't even call to get our hostages
audio/000383.wav,back from Iran here we are in the middle
audio/000384.wav,of a deal and he doesn't call about that
audio/000385.wav,one sentence I'd say you gotta before we
audio/000386.wav,start get those people back used to be
audio/000387.wav,three now it's four get those PE they'd
audio/000388.wav,be back the next hour you hear our
audio/000389.wav,politicians John McCain two days oh been
audio/000390.wav,gazi you don't hear about it anymore
audio/000391.wav,Hillary Clinton with the emails all the
audio/000392.wav,emails two days I'm more disappointed in
audio/000393.wav,the Republicans in many ways they talk
audio/000394.wav,and talk and talk and I just got back
audio/000395.wav,from Chattanooga too and I spoke to some
audio/000396.wav,Marines
audio/000397.wav,there and guess what happens to Anthony
audio/000398.wav,Weiner a month ago I see he went to work
audio/000399.wav,for a public Rel ation firm do you
audio/000400.wav,believe it now if you think that Uma
audio/000401.wav,isn't telling Anthony who she's probably
audio/000402.wav,desperately in love with in all fairness
audio/000403.wav,to Anthony cuz why else would she marry
audio/000404.wav,this guy can you believe it can't see
audio/000405.wav,straight but if you would I got involved
audio/000406.wav,because I'm in the nursing home
audio/000407.wav,profession okay come on you know I got
audio/000408.wav,to go heyo wait a minute no let me
audio/000409.wav,finish this okay you know what I think
audio/000410.wav,your question is great and I can
audio/000411.wav,understand he's talking about basically
audio/000412.wav,counterfeit Parts just to cut to the
audio/000413.wav,chase we don't have to know that you're
audio/000414.wav,in the nursing home business what are
audio/000415.wav,you trying to talk to some of us about
audio/000416.wav,joining your little home come on sit
audio/000417.wav,down no we think it's good we think your
audio/000418.wav,point is good yeah give it to him good
audio/000419.wav,they said to Marco Rubio are you having
audio/000420.wav,fun he's sweating like a pig I never saw
audio/000421.wav,a guy sweat like this the the sweat is
audio/000422.wav,pouring down I think Rubio is a low
audio/000423.wav,energy but here's the problem with Rubio
audio/000424.wav,When you sweat that
audio/000425.wav,much now think of it so you have put and
audio/000426.wav,he's sitting over here
audio/000427.wav,and he's waiting to kill the stupid
audio/000428.wav,Americans because he's been just
audio/000429.wav,destroying us so badly so he figures out
audio/000430.wav,and a guy walks in and he's soaking wet
audio/000431.wav,and sweating hello hello can I have some
audio/000432.wav,water and Putin sitting there what the
audio/000433.wav,hell kind of stuff this is this is not
audio/000434.wav,exactly a poker player folks John McCain
audio/000435.wav,goes oh boy Trump makes my life
audio/000436.wav,"difficult he had 15,000 crazies show up"
audio/000437.wav,crazies he called them all crazy I said
audio/000438.wav,they weren't crazy
audio/000439.wav,they were great Americans these people
audio/000440.wav,if you would have seen these people you
audio/000441.wav,I know what crazy is I know all about
audio/000442.wav,crazy these weren't crazy so he insulted
audio/000443.wav,me and he insulted everybody in that
audio/000444.wav,room and I said somebody should run
audio/000445.wav,against John McCain who has been you
audio/000446.wav,know in my opinion not so hot and I
audio/000447.wav,supported him I supported him for
audio/000448.wav,president I raised a million dollars for
audio/000449.wav,him it's a lot of money I supported him
audio/000450.wav,he lost he let us down but you know he
audio/000451.wav,lost so I never liked him as much after
audio/000452.wav,that cuz I don't like losers but but
audio/000453.wav,Frank Frank let me get to it he hit me
audio/000454.wav,he's not a war hero a war hero he's a
audio/000455.wav,war hero years he's a war hero CU he was
audio/000456.wav,captured I like people that weren't
audio/000457.wav,captured okay I hate to tell you do you
audio/000458.wav,AG that he's a war hero because he was
audio/000459.wav,captured news flash the Republican
audio/000460.wav,party's been fighting against a Single
audio/000461.wav,Payer system for a decade so I think
audio/000462.wav,you're on the wrong side of this if
audio/000463.wav,you're still arguing for a single player
audio/000464.wav,I'm not I'm not I don't think you're
audio/000465.wav,hurting me you're having a hard time
audio/000466.wav,tonight all right let
audio/000467.wav,I know Anthony Wier for a long time I
audio/000468.wav,knew before they caught him with the
audio/000469.wav,bing bing bing right and he was a bad
audio/000470.wav,guy then it turned out that he was a
audio/000471.wav,really bad guy so Rand Paul calls he
audio/000472.wav,wants to play golf I play golf I kill
audio/000473.wav,him at golf I did but when the folks of
audio/000474.wav,Iowa found out the true facts of the job
audio/000475.wav,that you've done in Wisconsin all of a
audio/000476.wav,sudden you tubed he was number one now
audio/000477.wav,he's number six or seven in the poll so
audio/000478.wav,Jeb Bush let's say he's president ohay
audio/000479.wav,yay he knows no good he have a little
audio/000480.wav,pressure don't let the plant be built
audio/000481.wav,and he might even say don't let the
audio/000482.wav,plant be built might even call the head
audio/000483.wav,of Ford the plant is not going to be
audio/000484.wav,built and then the next day he'll be
audio/000485.wav,called by special interests that
audio/000486.wav,supported him his lobbyists who push him
audio/000487.wav,around like a piece of candy Jeb Bush
audio/000488.wav,will never take us to the promised land
audio/000489.wav,he doesn't have it you ever see did you
audio/000490.wav,ever see a sign that says Jeb Bush or
audio/000491.wav,bush now there's a reason he doesn't use
audio/000492.wav,this last name because it's not going to
audio/000493.wav,work too well cuz we had a lot of
audio/000494.wav,problems with that last name and I think
audio/000495.wav,you can see I'm having a good time I
audio/000496.wav,really am you know they said to Jeb Bush
audio/000497.wav,he was like
audio/000498.wav,this they said are you having fun
audio/000499.wav,yes our governor here in Massachusetts
audio/000500.wav,Charlie Baker has described some of your
audio/000501.wav,comments about women as reprehensible do
audio/000502.wav,you have a response to that no he must
audio/000503.wav,have been talking about Jeb Bush because
audio/000504.wav,frankly Jeb Bush said he didn't want to
audio/000505.wav,fund women's health issues and then he
audio/000506.wav,came back a few hours later and he said
audio/000507.wav,he misspoke I think must be talking
audio/000508.wav,about Jeb Bush he's not talking about me
audio/000509.wav,Jeb Bush said that on women's health
audio/000510.wav,issues that he won't fund him then he
audio/000511.wav,went out he apologized he's you
audio/000512.wav,okay Jeb Bush said that on women's
audio/000513.wav,health issues he won't fund
audio/000514.wav,them whose phone is
audio/000515.wav,that you ready third time ready Jeb Bush
audio/000516.wav,said that on women's health issues he
audio/000517.wav,won't fund them
audio/000518.wav,then he said oh I misspoke I'm so sorry
audio/000519.wav,H there was no question because I heard
audio/000520.wav,when he said the statement I was
audio/000521.wav,watching and he said the statement and I
audio/000522.wav,said wow I can't believe it I will take
audio/000523.wav,care of women I respect women I will
audio/000524.wav,take care of women you said you're going
audio/000525.wav,to cut funding for Women's Health proven
audio/000526.wav,record you said it I want Jeb will be
audio/000527.wav,very poor as a president no energy okay
audio/000528.wav,yes why is Jeb Bush a frequent Target of
audio/000529.wav,yours and what do you think about well I
audio/000530.wav,would say Jeb Bush is a frequent because
audio/000531.wav,when this whole thing started I thought
audio/000532.wav,he was going to be the primary
audio/000533.wav,competition but he's drifted very much
audio/000534.wav,to the middle of the pack and he's
audio/000535.wav,rapidly disappearing so we're going to
audio/000536.wav,have to start looking at somebody
audio/000537.wav,else one of the things people love about
audio/000538.wav,you is you speak your mind and you don't
audio/000539.wav,use a politician's filter however that
audio/000540.wav,is not without its downsides you've
audio/000541.wav,called women you don't like fat pigs
audio/000542.wav,dogs slobs and disgusting animals your
audio/000543.wav,Twitter account only
audio/000544.wav,no it
audio/000545.wav,wasn't we have totally incompetent
audio/000546.wav,people now some people say they're bad
audio/000547.wav,people I don't think they're that smart
audio/000548.wav,to be bad people I just think honestly I
audio/000549.wav,mean a lot of people get angry when I
audio/000550.wav,say I don't think they're bad I think
audio/000551.wav,they're stupid I think they're
audio/000552.wav,incompetent I think Hill would be a
audio/000553.wav,terrible president she was the worst
audio/000554.wav,Secretary of State in the history of our
audio/000555.wav,nation why why would she be a good
audio/000556.wav,president I think she'd be a terrible
audio/000557.wav,president these politicians they run and
audio/000558.wav,they run and they win and sometimes they
audio/000559.wav,lose and they keep running that's all
audio/000560.wav,they do is run and then you have this
audio/000561.wav,guy Lindsey graah a total lightweight
audio/000562.wav,here's a guy in the private sector he
audio/000563.wav,couldn't get a job believe me they dunk
audio/000564.wav,people with a cage did you see that they
audio/000565.wav,dunk them and drown them these people
audio/000566.wav,make Saddam Hussein look like a choir
audio/000567.wav,boy and then I watched this idiot
audio/000568.wav,Lindsey grah on television today and he
audio/000569.wav,calls me a jackass he's a
audio/000570.wav,jackass he actually probably seems to me
audio/000571.wav,not as bright honestly as Rick Perry I
audio/000572.wav,think Rick Perry probably is smarter
audio/000573.wav,than lindsy graah but what do I know I'm
audio/000574.wav,at 38 I think in South Carolina he's at
audio/000575.wav,three he's a senator they have zero they
audio/000576.wav,have one they have two why do they keep
audio/000577.wav,going there's something I don't
audio/000578.wav,understand if I was one of them I would
audio/000579.wav,crawl quietly out I'd probably tweet I
audio/000580.wav,I've decided to get out of the race I
audio/000581.wav,wouldn't have a news conference no it's
audio/000582.wav,true I tweet I've decided I'm going to
audio/000583.wav,get out of the race and then I'd sneak
audio/000584.wav,out to some place with my wife and i'
audio/000585.wav,just go away okay so now Bush goes in
audio/000586.wav,and he makes a mistake and then Obama
audio/000587.wav,frankly might as well have stayed there
audio/000588.wav,but okay but he made a mistake too and I
audio/000589.wav,said keep the oil do you remember that
audio/000590.wav,and everyone said you can't keep the oil
audio/000591.wav,it's a sovereign country you can't keep
audio/000592.wav,the oil I said keep the oil where're in
audio/000593.wav,in there now you blew it you shouldn't
audio/000594.wav,have gone in so here's who has it Iran
audio/000595.wav,is taking it and Isis has it and Isis
audio/000596.wav,now is building a hotel in Iraq they're
audio/000597.wav,competing with me do you believe it they
audio/000598.wav,did the beheading and then they've done
audio/000599.wav,other and I said you know they're making
audio/000600.wav,a big mistake IIs CU if they wouldn't
audio/000601.wav,have done that and if they wouldn't keep
audio/000602.wav,doing we wouldn't have cared we could
audio/000603.wav,have been gone but you can't now when
audio/000604.wav,you see what they're doing you can't had
audio/000605.wav,they not done those things the level of
audio/000606.wav,violence we're like living in medieval
audio/000607.wav,times you know when you hear Med
audio/000608.wav,Medieval Times you always think we're
audio/000609.wav,all civilized It's a Jungle it's
audio/000610.wav,horrible out there they call me the
audio/000611.wav,ratings machine so I have uh you know
audio/000612.wav,she she gets out and she starts asking
audio/000613.wav,me all sorts of ridiculous questions and
audio/000614.wav,you know you could see there was blood
audio/000615.wav,coming out of her eyes uh blood coming
audio/000616.wav,out of her wherever and then I I see uh
audio/000617.wav,Rick Perry the other day and he's so you
audio/000618.wav,know he's doing very poorly in the polls
audio/000619.wav,he put glasses on so people will think
audio/000620.wav,he's
audio/000621.wav,smart and it's it just doesn't work you
audio/000622.wav,know people can see through the glasses
audio/000623.wav,so he said he shouldn't be allowed on
audio/000624.wav,the debate stage I said to myself he
audio/000625.wav,shouldn't and then I tweeted you know
audio/000626.wav,have many millions between Facebook and
audio/000627.wav,Twitter it's great it's like owning a
audio/000628.wav,newspaper without the losses it's
audio/000629.wav,incredible incredible so I tweeted that
audio/000630.wav,Rick
audio/000631.wav,Perry should have to have an IQ test
audio/000632.wav,before getting on the debate stage I
audio/000633.wav,mean here's a guy goes on a bicycle to
audio/000634.wav,go in a bicycle race he's 73 years old
audio/000635.wav,he's in a bicycle race he falls he
audio/000636.wav,breaks his leg during the
audio/000637.wav,negotiation and I tell everybody and you
audio/000638.wav,probably heard it I swear to you I will
audio/000639.wav,never be in a bicycle race as long as
audio/000640.wav,I'm press I to subject my wife into the
audio/000641.wav,middle of a rockus political
audio/000642.wav,conversation was completely
audio/000643.wav,inappropriate and I hope you apologize
audio/000644.wav,for that Donald well I have to tell you
audio/000645.wav,I hear phenomenal things I hear your
audio/000646.wav,wife as a lovely woman I don't and this
audio/000647.wav,is absolutely the love of my life and
audio/000648.wav,she's right here and why don't to
audio/000649.wav,apologize for her no I won't do that
audio/000650.wav,because I said nothing wrong but I do
audio/000651.wav,hear she's a lovely woman I want to get
audio/000652.wav,paid the same as a man and I think you
audio/000653.wav,understand that so if you become
audio/000654.wav,president will a woman make the same as
audio/000655.wav,a man and do I get to choose what I do
audio/000656.wav,with my
audio/000657.wav,body you're going to make the same if
audio/000658.wav,you do as good a job they spent listen
audio/000659.wav,to this $1 million on ads against me in
audio/000660.wav,Iowa now here's the good news they use
audio/000661.wav,the best picture I look so good in those
audio/000662.wav,pictures I'm trying to find where they
audio/000663.wav,got them because they're
audio/000664.wav,stupid but I was like a young guy I look
audio/000665.wav,so handsome I said to myself oh I wish I
audio/000666.wav,still look like that it would be great
audio/000667.wav,and his son came back from the deli and
audio/000668.wav,he called the father he used to call him
audio/000669.wav,old man old man I'll be there in three
audio/000670.wav,minutes Rubio I've never seen a young
audio/000671.wav,guy sweat that much no I've never seen
audio/000672.wav,he's drinking water water water I never
audio/000673.wav,saw anything like this with him with the
audio/000674.wav,water but and everybody Huckabee nice
audio/000675.wav,guy he was seriously hot he was soaking
audio/000676.wav,wet I grabbed him around his back I said
audio/000677.wav,good job and it was soaking wet I
audio/000678.wav,immediately it seems like this election
audio/000679.wav,has been a whole lot about a person
audio/000680.wav,who's very high in the polls but doesn't
audio/000681.wav,have a clue about how to govern a person
audio/000682.wav,who has been filled with scandals and
audio/000683.wav,who could not lead and of course I'm
audio/000684.wav,talking about Hillary Clinton
audio/000685.wav,I think America thank you it's been an
audio/000686.wav,amazing journey for me it's been a lot
audio/000687.wav,of fun I never thought I'd be a
audio/000688.wav,politician in my life uh he said I'm not
audio/000689.wav,I guess you're right I'm not I refuse
